ModuleID,PartID,Correct Answer,First Response Count,Last Response Count,ValueID,AnswerValue,Variant,Problem Display Name,Question
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,1,1,[choice_0|choice_1|choice_2|choice_4|choice_5],[Individuals and interactions over processes and tools|Working software over comprehensive documentation|Management and process over tools and people|Responding to change over following a plan|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,1,1,[choice_1|choice_2],[Working software over comprehensive documentation|Management and process over tools and people],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,1,1,[choice_1|choice_2|choice_4],[Working software over comprehensive documentation|Management and process over tools and people|Responding to change over following a plan],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,1,1,[choice_2|choice_3|choice_4],[Management and process over tools and people|Customer collaboration over contract negotiation|Responding to change over following a plan],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,1,1,[choice_2|choice_4|choice_5],[Management and process over tools and people|Responding to change over following a plan|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,1,1,[choice_3|choice_5],[Customer collaboration over contract negotiation|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,1,2,[choice_0|choice_2],[Individuals and interactions over processes and tools|Management and process over tools and people],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,2,0,[choice_0|choice_2|choice_3|choice_4|choice_5],[Individuals and interactions over processes and tools|Management and process over tools and people|Customer collaboration over contract negotiation|Responding to change over following a plan|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,2,1,[choice_0|choice_3],[Individuals and interactions over processes and tools|Customer collaboration over contract negotiation],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,2,2,[choice_0|choice_1|choice_2],[Individuals and interactions over processes and tools|Working software over comprehensive documentation|Management and process over tools and people],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,2,2,[choice_3|choice_4|choice_5],[Customer collaboration over contract negotiation|Responding to change over following a plan|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,3,0,[choice_0|choice_1],[Individuals and interactions over processes and tools|Working software over comprehensive documentation],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,3,1,[choice_0|choice_1|choice_2|choice_3|choice_5],[Individuals and interactions over processes and tools|Working software over comprehensive documentation|Management and process over tools and people|Customer collaboration over contract negotiation|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,4,0,[choice_0|choice_4],[Individuals and interactions over processes and tools|Responding to change over following a plan],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,4,0,[choice_0|choice_5],[Individuals and interactions over processes and tools|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,4,1,[choice_1|choice_2|choice_3|choice_4|choice_5],[Working software over comprehensive documentation|Management and process over tools and people|Customer collaboration over contract negotiation|Responding to change over following a plan|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,4,2,[choice_3|choice_4],[Customer collaboration over contract negotiation|Responding to change over following a plan],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,5,3,[choice_0|choice_1|choice_5],[Individuals and interactions over processes and tools|Working software over comprehensive documentation|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,5,10,[choice_1|choice_2|choice_3|choice_5],[Working software over comprehensive documentation|Management and process over tools and people|Customer collaboration over contract negotiation|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,7,1,[choice_0|choice_3|choice_5],[Individuals and interactions over processes and tools|Customer collaboration over contract negotiation|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,9,9,[choice_0|choice_1|choice_2|choice_5],[Individuals and interactions over processes and tools|Working software over comprehensive documentation|Management and process over tools and people|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,10,3,[choice_4],[Responding to change over following a plan],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,11,0,[choice_0|choice_4|choice_5],[Individuals and interactions over processes and tools|Responding to change over following a plan|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,11,2,[choice_3],[Customer collaboration over contract negotiation],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,11,8,[choice_5],[Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,12,6,[choice_1|choice_2|choice_4|choice_5],[Working software over comprehensive documentation|Management and process over tools and people|Responding to change over following a plan|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,13,0,[choice_1|choice_3|choice_4],[Working software over comprehensive documentation|Customer collaboration over contract negotiation|Responding to change over following a plan],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,14,3,[choice_0|choice_1|choice_2|choice_3|choice_4],[Individuals and interactions over processes and tools|Working software over comprehensive documentation|Management and process over tools and people|Customer collaboration over contract negotiation|Responding to change over following a plan],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,15,3,[choice_1],[Working software over comprehensive documentation],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,18,0,[choice_0|choice_1|choice_4],[Individuals and interactions over processes and tools|Working software over comprehensive documentation|Responding to change over following a plan],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,18,5,[choice_2],[Management and process over tools and people],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,22,16,[choice_2|choice_3|choice_4|choice_5],[Management and process over tools and people|Customer collaboration over contract negotiation|Responding to change over following a plan|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,24,9,[choice_0|choice_1|choice_2|choice_3|choice_4|choice_5],[Individuals and interactions over processes and tools|Working software over comprehensive documentation|Management and process over tools and people|Customer collaboration over contract negotiation|Responding to change over following a plan|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,26,11,[choice_0|choice_2|choice_4|choice_5],[Individuals and interactions over processes and tools|Management and process over tools and people|Responding to change over following a plan|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,27,18,[choice_0|choice_2|choice_3|choice_5],[Individuals and interactions over processes and tools|Management and process over tools and people|Customer collaboration over contract negotiation|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,29,12,[choice_1|choice_2|choice_3|choice_4],[Working software over comprehensive documentation|Management and process over tools and people|Customer collaboration over contract negotiation|Responding to change over following a plan],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,36,2,[choice_0|choice_3|choice_4],[Individuals and interactions over processes and tools|Customer collaboration over contract negotiation|Responding to change over following a plan],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,37,21,[choice_0|choice_1|choice_2|choice_4],[Individuals and interactions over processes and tools|Working software over comprehensive documentation|Management and process over tools and people|Responding to change over following a plan],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,58,20,[choice_0|choice_2|choice_3|choice_4],[Individuals and interactions over processes and tools|Management and process over tools and people|Customer collaboration over contract negotiation|Responding to change over following a plan],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,78,3,[choice_0|choice_1|choice_3],[Individuals and interactions over processes and tools|Working software over comprehensive documentation|Customer collaboration over contract negotiation],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,80,9,[choice_0],[Individuals and interactions over processes and tools],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,84,19,[choice_1|choice_3|choice_4|choice_5],[Working software over comprehensive documentation|Customer collaboration over contract negotiation|Responding to change over following a plan|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,112,34,[choice_0|choice_1|choice_2|choice_3],[Individuals and interactions over processes and tools|Working software over comprehensive documentation|Management and process over tools and people|Customer collaboration over contract negotiation],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,149,33,[choice_0|choice_1|choice_4|choice_5],[Individuals and interactions over processes and tools|Working software over comprehensive documentation|Responding to change over following a plan|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,226,9,[choice_0|choice_1|choice_3|choice_4|choice_5],[Individuals and interactions over processes and tools|Working software over comprehensive documentation|Customer collaboration over contract negotiation|Responding to change over following a plan|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,335,50,[choice_0|choice_1|choice_3|choice_5],[Individuals and interactions over processes and tools|Working software over comprehensive documentation|Customer collaboration over contract negotiation|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
block-v1:USMx+ENCE607.1x+3T2019+type@problem+block@f01223da78944adfb71c70de15015bfa,f01223da78944adfb71c70de15015bfa_2_1,0,381,83,[choice_0|choice_3|choice_4|choice_5],[Individuals and interactions over processes and tools|Customer collaboration over contract negotiation|Responding to change over following a plan|Incremental delivery over large releases],,Question 1,Which of the following belong to the cornerstones of the Agile manifesto (choose 4 of 6)?
